product_name,description,product_category_tree
alisha solid womens cycling shorts,key features of alisha solid womens cycling shorts cotton lycra black white blackspecifications of alisha solid womens cycling shorts shorts details number of contents in sales package pack of 3 fabric cotton lycra type cycling shorts general details pattern solid ideal for womens fabric care gentle machine wash in lukewarm water do not bleach additional details style code altht3p17 in the box 3 shorts,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Shorts >> Alisha Shorts >> Alisha Solid Women's Cycling Shorts""]"
freelance vacuum bottles 350 ml bottle,specifications of freelance vacuum bottles 350 ml bottle pack of 1 green general body material stainless steel type bottle in the box number of contents in sales package pack of 1 sales package 1 pcs in one packet,"[""Pens & Stationery >> School Supplies >> Water Bottles >> Freelance Water Bottles >> Freelance Vacuum Bottles 350 ml Bottle (Pack of ...""]"
alisha solid womens cycling shorts,key features of alisha solid womens cycling shorts cotton lycra black white whitespecifications of alisha solid womens cycling shorts shorts details number of contents in sales package pack of 3 fabric cotton lycra type cycling shorts general details pattern solid ideal for womens fabric care gentle machine wash in lukewarm water do not bleach additional details style code altht3p2 in the box 3 shorts,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Shorts >> Alisha Shorts >> Alisha Solid Women's Cycling Shorts""]"
fabhomedecor fabric double sofa bed,fabhomedecor fabric double sofa bed finish color purple mechanism type pull out price rs 22646 fine deep seating experience save space with the all new click clack sofa bed easy to fold and vice versa with simple click clack mechanism chrome legs with mango wood frame for long term durability double cushioned sofa bed to provide you with extra softness to make a fine seating experience a double bed that can easily sleep twospecifications of fabhomedecor fabric double sofa bed finish color purple mechanism type pull out installation demo installation demo details installation and demo for this product is done free of cost as part of this purchase our service partner will visit your location within 72 business hours from the delivery of the product in the box 1 sofa bed general brand fabhomedecor mattress included no delivery condition knock down storage included no mechanism type pull out type sofa bed style contemporary modern filling material microfiber seating capacity 3 seater upholstery type na upholstery included no bed size double shape square suitable for living room model number fhd132 care instructions avoid outdoor use and exposure to water or prolonged moisture avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade keep sharp objects away from your sofa a little tear on the fabric cover may be hard to repair vacuum your sofas periodically with a soft bristled bruview more avoid outdoor use and exposure to water or prolonged moisture avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade keep sharp objects away from your sofa a little tear on the fabric cover may be hard to repair vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres try to avoid food and drink spillage of any kind if spills occur do not leave unattended in case of a stain a waterfree fabric cleaner can be used however avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth a professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay getting your sofa professionally cleaned once every 68 months will not only take care of the nooks and corners that you cant reach it will also make it more durable finish type matte important note cancellation not allowed for this product after 24 hrs of order booking warranty covered in warranty warranty covers all kind of manufacturing defects concerned product will either be repaired or replaced based on discretion service type manufacturer warranty warranty summary 6 months domestic warranty not covered in warranty warranty does not cover for improper handling dimensions weight 40 kg height 838 mm width 1905 mm depth 939 mm disclaimer the color of the product may vary slightly compared to the picture displayed on your screen this is due to lighting pixel quality and color settings please check the products dimensions to ensure the product will fit in the desired location also check if the product will fit throughview more the color of the product may vary slightly compared to the picture displayed on your screen this is due to lighting pixel quality and color settings please check the products dimensions to ensure the product will fit in the desired location also check if the product will fit through the entrances and doors of the premises please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels flipkart or the seller delivering the product will not take up any type of civil work such as drilling holes in the wall to mount the product the product will only be assembled in case carpentry assembly is required in case the product appears to lack shine wiping the surface with a cloth will help clear the surface of dust particles material color upholstery color purple primary color purple primary material fabric secondary material subtype mango wood secondary material foam finish color purple primary material subtype foam,"[""Furniture >> Living Room Furniture >> Sofa Beds & Futons >> FabHomeDecor Fabric Double Sofa Bed (Finish Colo...""]"
style foot bellies,key features of style foot bellies ballerina shoes ballerina flatsstyle foot bellies price rs 449 ballet shoes that fits perfectly for casual and party wearspecifications of style foot bellies general occasion casual ideal for women shoe details heel height 1 inch outer material pu color black in the box 1 slipper,"[""Footwear >> Women's Footwear >> Ballerinas >> Style Foot Bellies""]"
carrel printed womens,key features of carrel printed womens fabric swimlycra brand color dark blue whitecarrel printed womens price rs 999 maxcoverage swimwear collection from carrel brand brighten up your swim routine with this best fitting this swimming costume from the house of carrel is made of imported swim lycra fabric and comes in darkblue white colour it has to be washed separately and dry in shade attractive classy caressing the water this swimwear provides excellent protection and chlorine resistance fast drying combined with flatlock stitching gives an unmatched comfort and helps you to that performance you have been striving for this swimwear with its comfort and style is your perfect companion at any pool beach or water activity time for you to do your own thing and go with the flow this swimwear lightly padded for modesty and support this product support to this size l xl xxl 3xl4xlspecifications of carrel printed womens top details neck round neck swimsuit details fabric swimlycra type swimdress general details pattern printed ideal for womens occasion sports fabric care wash with similar colors use detergent for colors in the box 1 swimware,"[""Clothing >> Women's Clothing >> Sports & Gym Wear >> Swimsuits >> Carrel Swimsuits >> Carrel Printed Women's""]"
fabhomedecor fabric double sofa bed,fabhomedecor fabric double sofa bed finish color dark brown mechanism type pull out price rs 22646 fine deep seating experience save space with the all new click clack sofa bed easy to fold and vice versa with simple click clack mechanism chrome legs with mango wood frame for long term durability double cushioned sofa bed to provide you with extra softness to make a fine seating experience a double bed that can easily sleep twospecifications of fabhomedecor fabric double sofa bed finish color dark brown mechanism type pull out in the box 1 sofa bed installation demo installation demo details installation and demo for this product is done free of cost as part of this purchase our service partner will visit your location within 72 business hours from the delivery of the product important note cancellation not allowed for this product after 24 hrs of order booking general brand fabhomedecor mattress included no delivery condition knock down storage included no mechanism type pull out type sofa bed style contemporary modern filling material microfiber seating capacity 3 seater upholstery type na upholstery included no bed size double shape square suitable for living room model number fhd115 finish type matte care instructions avoid outdoor use and exposure to water or prolonged moisture avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade keep sharp objects away from your sofa a little tear on the fabric cover may be hard to repair vacuum your sofas periodically with a soft bristled bruview more avoid outdoor use and exposure to water or prolonged moisture avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade keep sharp objects away from your sofa a little tear on the fabric cover may be hard to repair vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres try to avoid food and drink spillage of any kind if spills occur do not leave unattended in case of a stain a waterfree fabric cleaner can be used however avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth a professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay getting your sofa professionally cleaned once every 68 months will not only take care of the nooks and corners that you cant reach it will also make it more durable dimensions weight 40 kg height 8382 mm width 1905 mm depth 9398 mm warranty covered in warranty warranty covers all kind of manufacturing defects concerned product will either be repaired or replaced based on discretion warranty summary 6 months domestic warranty service type manufacturer warranty not covered in warranty warranty does not cover for improper handling disclaimer the color of the product may vary slightly compared to the picture displayed on your screen this is due to lighting pixel quality and color settings please check the products dimensions to ensure the product will fit in the desired location also check if the product will fit throughview more the color of the product may vary slightly compared to the picture displayed on your screen this is due to lighting pixel quality and color settings please check the products dimensions to ensure the product will fit in the desired location also check if the product will fit through the entrances and doors of the premises please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels flipkart or the seller delivering the product will not take up any type of civil work such as drilling holes in the wall to mount the product the product will only be assembled in case carpentry assembly is required in case the product appears to lack shine wiping the surface with a cloth will help clear the surface of dust particles material color primary material fabric primary color brown upholstery color dark brown secondary material foam secondary material subtype mango wood finish color dark brown primary material subtype foam,"[""Furniture >> Living Room Furniture >> Sofa Beds & Futons >> FabHomeDecor Fabric Double Sofa Bed (Finish Colo...""]"
sicons conditioning conditoner dog shampoo,specifications of sicons conditioning conditoner dog shampoo 200 ml general pet type dog brand sicons quantity 200 ml model number shdf02 type conditioning fragrance conditoner form factor gel in the box sales package shampoo sicons dog fashion conditioner aloe rinse,"[""Pet Supplies >> Grooming >> Skin & Coat Care >> Shampoo >> Sicons Conditioning Conditoner Dog Shampoo (200 ml)""]"
alisha solid womens cycling shorts,alisha solid womens cycling shorts buy black white navy alisha solid womens cycling shorts for only rs 999 online in india shop online for apparels huge collection of branded clothes only at flipkartcom,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Shorts >> Alisha Shorts >> Alisha Solid Women's Cycling Shorts""]"
dongli printed boys round neck tshirt,specifications of dongli printed boys round neck tshirt pack of 4 tshirt details sleeve half sleeve number of contents in sales package pack of 4 fabric cotton type round neck fit regular general details pattern printed occasion casual ideal for boys in the box 4 t shirt additional details style code dlhbb445beigeblackgyellowpurple fabric care wash with similar colors use detergent for colors,"[""Clothing >> Kids' Clothing >> Boys Wear >> Polos & T-Shirts >> dongli Polos & T-Shirts >> dongli Printed Boy's Round Neck T-Shirt (Pack of 4)""]"
swagga women clogs,key features of swagga women clogs occasion ethnic material leather color brown white heel height 0specifications of swagga women clogs general occasion ethnic ideal for women sandal details type clogs heel height 0 inch outer material leather color brown white13,"[""Footwear >> Women's Footwear >> Sports Sandals >> SWAGGA Women Clogs""]"
kennel rubber dumbell with bell small rubber rubber toy for dog,buy kennel rubber dumbell with bell small rubber rubber toy for dog for rs190 online kennel rubber dumbell with bell small rubber rubber toy for dog at best prices with free shipping cash on delivery only genuine products 30 day replacement guarantee,"[""Pet Supplies >> Toys >> Comfort Toys""]"
glus wedding lingerie set,glus wedding lingerie set buy turquoise glus wedding lingerie set for only rs 1299 online in india shop online for apparels huge collection of branded clothes only at flipkartcom,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Lingerie Sets >> Glus Lingerie Sets""]"
veelys shiny white quad roller skates size 45 uk,veelys shiny white quad roller skates size 45 uk only for rs 2499 ideal for boys buy online flipkartcom only genuine products free shipping cash on delivery,"[""Sports & Fitness >> Other Sports >> Skating >> Skates >> Veelys Skates""]"
bulaky vanity case jewellery vanity case,buy bulaky vanity case jewellery vanity case for rs390 online bulaky vanity case jewellery vanity case at best prices with free shipping cash on delivery only genuine products 30 day replacement guarantee,"[""Beauty and Personal Care >> Makeup >> Vanity Boxes >> Bulaky Vanity Boxes""]"
fdt womens leggings,fdt womens leggings buy parrot green fdt womens leggings for only rs 699 online in india shop online for apparels huge collection of branded clothes only at flipkartcom,"[""Clothing >> Women's Clothing >> Fusion Wear >> Leggings & Jeggings >> Legging Jegging >> FDT Legging Jegging""]"
madcaps c38gr30 mens cargos,madcaps c38gr30 mens cargos buy green madcaps c38gr30 mens cargos for only rs 2199 online in india shop online for apparels huge collection of branded clothes only at flipkartcom,"[""Clothing >> Men's Clothing >> Cargos, Shorts & 3/4ths >> Cargos >> Madcaps Cargos""]"
bengal blooms rose artificial plant with pot,key features of bengal blooms rose artificial plant with pot assorted height 30 cmbengal blooms rose artificial plant with pot 30 cm multicolor price rs 579 the bengal blooms decor your home with artificial flowers attached to a wonderful potspecifications of bengal blooms rose artificial plant with pot 30 cm multicolor general brand bengal blooms model number bbajc218 type assorted bonsai no model name rose color multicolor pot features pot included yes dimensions total height 30 cm in the box sales package 1 assorted artificial plant with pot,"[""Bengal Blooms Rose Artificial Plant  with Pot (3...""]"
indcrown net embroidered semistitched lehenga choli material,key features of indcrown net embroidered semistitched lehenga choli material ghagra choli ghagra choli dupatta set lehenga choli lehenga choli and dupatta set indcrown net embroidered semistitched lehenga choli material semistitched price rs 699 we have not authorised any other seller to sell our brand indcrown any seller doing so is selling fake indcrown products buy original indcrown products from the seller indcrown onlyspecifications of indcrown net embroidered semistitched lehenga choli material semistitched fabric details fabric net type semistitched lehenga choli material general details pattern embroidered ideal for womens color multicolor fabric care dry clean or else normal hand wash additional details other details lehnga choli is an indian traditional ware also known as chaniya choli we at bolly lounge offers you to attract compliments by this attractive lehnga choli made with fine quality material and beautiful work which can be worn for functions festivals parties and even office also this lehnga choli view more lehnga choli is an indian traditional ware also known as chaniya choli we at bolly lounge offers you to attract compliments by this attractive lehnga choli made with fine quality material and beautiful work which can be worn for functions festivals parties and even office also this lehnga choli is comes with unstitched material so it can be stitched according to your taste and preference stunning self designed partywear salwar suit gives a trendy look suit having fine embroidery work over all a fine fabric used to make it it will be comfortable in all season style code r c lehe bt in the box 1 lehenga choli and duppta set,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Lehenga Choli Material >> Indcrown Lehenga Choli Material >> Indcrown Net Embroidered Semi-stitched Lehenga C...""]"
shopmania music band a5 notebook spiral bound,specifications of shopmania music band a5 notebook spiral bound multicolor general ruling ruled model id nb00664 type notebook gsm 75 cover type 300 gsm hard laminated cover no of pages 160 brand name shopmania binding spiral bound color multicolor size a5 dimensions length 9 inch width 6 inch special features can be used as notepad diary writing pad in the box sales package 1 notebook,"[""Pens & Stationery >> Diaries & Notebooks >> Notebooks >> Designer >> Shopmania Designer >> Shopmania Music Band A5 Notebook Spiral Bound (M...""]"
shopmania music band a5 notebook spiral bound,specifications of shopmania music band a5 notebook spiral bound multicolor general ruling ruled model id nb00678 type notebook gsm 75 cover type 300 gsm hard laminated cover no of pages 160 brand name shopmania binding spiral bound color multicolor size a5 dimensions length 9 inch width 6 inch special features can be used as notepad diary writing pad in the box sales package 1 notebook,"[""Pens & Stationery >> Diaries & Notebooks >> Notebooks >> Designer >> Shopmania Designer >> Shopmania Music Band A5 Notebook Spiral Bound (M...""]"
tiara diaries 20162017 designer la kaarta taking action getting result set of 3 b5 notebook hard bound,specifications of tiara diaries 20162017 designer la kaarta taking action getting result set of 3 b5 notebook hard bound coffee pack of 3 general ruling ruled model id 244 type notebook no of pages 216 brand name tiara diaries binding hard bound size b5 color coffee,"[""Pens & Stationery >> Diaries & Notebooks >> Notebooks >> Designer >> Tiara Diaries Designer >> Tiara Diaries 2016-2017 Designer LA Kaarta \""TAKI...""]"
kajci embroidered womens waistcoat,specifications of kajci embroidered womens waistcoat general details pattern embroidered ideal for womens waistcoat details fabric art silk in the box waistcoat additional details style code lkod112 fabric care dry clean only,"[""Clothing >> Women's Clothing >> Formal Wear >> Waistcoats >> KAJCI Waistcoats >> KAJCI Embroidered Women's Waistcoat""]"
packman 8 x 10 inches security bags without pod jacket courier bag security bag,key features of packman 8 x 10 inches security bags without pod jacket courier bag security bag supplying to over 200 companies around world international ecommerce standard direct from iso 9002 factory 60 microns high quality bags longer lasting protectionpackman 8 x 10 inches security bags without pod jacket courier bag security bag 2159 x 2795 pack of 100 price rs 298 courier bagspecifications of packman 8 x 10 inches security bags without pod jacket courier bag security bag 2159 x 2795 pack of 100 general bubble wrap present no brand packman model number 8 x 10 inches security bags without pod jacket courier bag water resistant yes tamper proof yes material plastic pod jacket available no color grey size 2159 x 2795 dimensions weight 600 g other dimensions 8 x 10 thickness 60 micron additional features other features security bag in the box sales package 1 pack contains 100 pcs pack of 100,"[""Pens & Stationery >> Office Supplies >> Packaging Security Bags >> Packman Packaging Security Bags >> Packman 8 x 10 inches Security Bags Without POD ...""]"
pick pocket embroidered womens waistcoat,specifications of pick pocket embroidered womens waistcoat general details pattern embroidered occasion casual ideal for womens waistcoat details lining polyester fabric bengal silk additional details style code tl012 fabric care first time dry clean,"[""Clothing >> Women's Clothing >> Formal Wear >> Waistcoats >> Pick Pocket Waistcoats >> Pick Pocket Embroidered Women's Waistcoat""]"
angelfish silk potali potli,angelfish silk potali potli multicolor price rs 399 made by silk fabric with fancy lace adnored and stylish handle alsoset of 2 piecespecifications of angelfish silk potali potli multicolor general closure velcro type potli material fabric style code aelkabj01224a ideal for girls bag size small occasion party color code multicolor dimensions weight 200 g body features number of compartments 1,"[""Bags, Wallets & Belts >> Bags >> Pouches and Potlis >> Angelfish Pouches and Potlis >> Angelfish Silk Potali Potli (Multicolor)""]"
oye boys dungaree,specifications of oye boys dungaree top details number of contents in sales package pack of 1 fabric cotton type dungaree general details pattern solid ideal for boys in the box 1 dungaree,"[""Clothing >> Kids' Clothing >> Boys Wear >> Dungarees & Jumpsuits >> Dungarees >> Oye Dungarees >> Oye Boy's Dungaree""]"
nuride canvas shoes,key features of nuride canvas shoes material canvas occasion casual color red heel height 05specifications of nuride canvas shoes general occasion casual ideal for women shoe details heel height 05 inch outer material canvas color red,"[""Footwear >> Women's Footwear >> Casual Shoes >> Canvas >> Nuride Canvas Shoes""]"
om shivakriti square wall clock showpiece 381 cm,key features of om shivakriti square wall clock showpiece 381 cm paper mache height 381 cm width 381 cmom shivakriti square wall clock showpiece 381 cm paper mache multicolor price rs 1499 omshivakriti brings you this square wall watch made from paper mache and finished in attractive set of colors the product in display is ideal to dcor your homespecifications of om shivakriti square wall clock showpiece 381 cm paper mache multicolor general brand om shivakriti model number osk60 type antique material paper mache model name square wall clock color multicolor dimensions height 381 cm width 381 cm depth 381 cm in the box sales package 1 showpiece,"[""Home Decor & Festive Needs >> Showpiece >> Gramophones >> OM SHIVAKRITI Gramophones >> OM SHIVAKRITI Square wall Clock Showpiece  -  38...""]"
